name,company,company_size,field,workarea,salary,background,education
网站产品上架专员,成都吉吉家科技有限公司,少于15人,电商,成都,3k-5k,不限,不限
质检员,杭州伟业精密模塑厂,50-150人,其他,杭州,4k-6k,不限,不限
项目经理,深圳市新国都股份有限公司,2000人以上,"金融,硬件",深圳,15k-25k,5-10年,本科
语音识别/合成算法专家,广东美的制冷设备有限公司,2000人以上,硬件,上海,40k-60k,10年以上,硕士
销售总监,无锡鼎洲电子科技有限公司,15-50人,人工智能,无锡,12k-15k,3-5年,本科
Java中级开发工程师【西安】,中华联合财产保险股份有限公司,2000人以上,金融 软件开发,西安,12k-20k,3-5年,本科
销售专员,天津链家宝业房地产经纪有限公司宝山道店,2000人以上,移动互联网、企业服务,天津,5k-10k,应届毕业生,本科
前端react开发工程师,上海华钦信息科技股份有限公司,500-2000人,"数据服务,金融",北京,10k-15k,3-5年,本科
Delphi工程师,上海同望信息技术有限公司武汉分公司,50-150人,"移动互联网,数据服务",武汉,4k-8k,不限,本科
Java开发工程师——金融科技,浙江吉利控股集团有限公司,2000人以上,"电商,消费生活",北京,20k-40k,5-10年,本科
高级平面设计师,北京鱼爪网络科技有限公司成都分公司,2000人以上,"移动互联网,电商",成都,8k-12k,1-3年,大专
